924|Piritiba|25
925|Pituba|25
926|Planaltino|25
927|Planalto|25
928|Poço Central|25
929|Poço de Fora|25
930|Poções|25
931|Poços|25
932|Pojuca|25
933|Polo Petroquímico de Camaçari|25
934|Ponta da Areia|25
935|Ponto Novo|25
936|Porto Novo|25
937|Porto Seguro|25
938|Posto da Mata|25
939|Potiraguá|25
940|Poxim do Sul|25
941|Prado|25
942|Presidente Dutra|25
943|Presidente Jânio Quadros|25
944|Presidente Tancredo Neves|25
945|Prevenido|25
946|Quaracu|25
947|Queimadas|25
948|Quijingue|25
949|Quixaba|25
950|Quixabeira|25
951|Rafael Jambeiro|25
952|Recife|25
953|Remanso|25
954|Remédios|25
955|Retirolândia|25
956|Riachão das Neves|25
957|Riachão do Jacuípe|25
958|Riachão do Utinga|25
959|Riacho da Guia|25
960|Riacho de Santana|25
961|Riacho Seco|25
962|Ribeira do Amparo|25
963|Ribeira do Pombal|25
964|Ribeirão do Largo|25
965|Ribeirão do Salto|25
966|Rio da Dona|25
967|Rio de Contas|25
968|Rio do Antonio|25
969|Rio do Braco|25
970|Rio do Meio|25
971|Rio do Pires|25
972|Rio Fundo|25
973|Rio Real|25
974|Rodelas|25
975|Ruy Barbosa|25
976|Saldanha|25
977|Salgadalia|25
978|Salinas da Margarida|25
979|Salobrinho|25
980|Salobro|25
981|Salvador|25
982|Sambaíba|25
983|Santa Barbara|25
984|Santa Brigida|25
985|Santa Cruz Cabrália|25
986|Santa Cruz da Vitória|25
987|Santa Inês|25
988|Santa Luzia|25
989|Santa Maria da Vitória|25
990|Santa Rita de Cassia|25
991|Santa Terezinha|25
992|Santaluz|25
993|Santana|25
994|Santana do Sobrado|25
995|Santanópolis|25
996|Santiago do Iguape|25
997|Santo Amaro|25
998|Santo Antonio de Barcelona|25
999|Santo Antonio de Jesus|25
1000|Santo Estevão|25
1001|Santo Inácio|25
1002|São Desidério|25
1003|São Domingos|25
1004|São Felipe|25
1005|São Felix|25
1006|São Felix do Coribe|25
1007|São Francisco do Conde|25
1008|São Gabriel|25
1009|São Gonçalo dos Campos|25
1010|São João da Fortaleza|25
1011|São João da Vitória|25
1012|São José da Vitória|25
1013|São José do Colonia|25
1014|São José do Jacuípe|25
1015|São José do Prado|25
1016|São José do Rio Grande|25
1017|São Miguel das Matas|25
1018|São Paulinho|25
1019|São Roque do Paraguaçu|25
1020|São Sebastião do Passe|25
1021|São Timóteo|25
1022|Sapeaçu|25
1023|Satiro Dias|25
1024|Saubara|25
1025|Saudável|25
1026|Saúde|25
1027|Seabra|25
1028|Sebastião Laranjeiras|25
1029|Senhor do Bonfim|25
1030|Sento Se|25
1031|Sergi|25
1032|Serra da Canabrava|25
1033|Serra do Ramalho|25
1034|Serra Dourada|25
1035|Serra Grande|25
1036|Serra Preta|25
1037|Serrinha|25
1038|Serrolândia|25
1039|Simões Filho|25
1040|Sitio da Baraúna|25
1041|Sitio do Mato|25
1042|Sitio do Meio|25
1043|Sitio do Quinto|25
1044|Sitio Grande|25
1045|Sitio Novo|25
1046|Soares|25
1047|Sobradinho|25
1048|Souto Soares|25
1049|Subauma|25
1050|Sussuarana|25
1051|Tabocas do Brejo Velho|25
1052|Taboleiro do Castro|25
1053|Taboquinhas|25
1054|Taguá|25
1055|Tamburil|25
1056|Tanhaçu|25
1057|Tanque Novo|25
1058|Tanquinho|25
1059|Tanquinho do Poço|25
1060|Taperoá|25
1061|Tapiraipe|25
1062|Tapirama|25
1063|Tapiramutá|25
1064|Tapiranga|25
1065|Tapuia|25
1066|Taquarendi|25
1067|Taquarinha|25
1068|Tartaruga|25
1069|Tauape|25
1070|Teixeira de Freitas|25
1071|Teodoro Sampaio|25
1072|Teofilândia|25
1073|Teolândia|25
1074|Terra Nova|25
1075|Tijuaçu|25
1076|Tiquarucu|25
1077|Tremedal|25
1078|Triunfo do Sincorá|25
1079|Tucano|25
1080|Uauá|25
1081|Ubaíra|25
1082|Ubaitaba|25
1083|Ubata|25
1084|Ubiracaba|25
1085|Ubiraita|25
1086|Uibaí|25
1087|Umburanas|25
1088|Umbuzeiro|25
1089|Una|25
1090|Urandi|25
1091|Uruçuca|25
1092|Utinga|25
1093|Vale Verde|25
1094|Valença|25
1095|Valente|25
1096|Várzea da Roca|25
1097|Várzea do Caldas|25
1098|Várzea do Cerco|25
1099|Várzea do Poço|25
1100|Várzea Nova|25
1101|Várzeas|25
1102|Varzedo|25
1103|Velha Boipeba|25
1104|Ventura|25
1105|Vera Cruz|25
1106|Vereda|25
1107|Vila do Cafe|25
1108|Vitória da Conquista|25
1109|Volta Grande|25
1110|Wagner|25
1111|Wanderley|25
1112|Wenceslau Guimarães|25
1113|Xique-xique|25
1114|Abaiára|14
1115|Abílio Martins|14
1116|Acarape|14
1117|Acaraú|14
1118|Acopiara|14
1119|Adrianópolis|14
1120|Água Verde|14
1121|Aguaí|14
1122|Aiua|14
1123|Aiuaba|14
1124|AlaGoiásnha|14
1125|Alcântaras|14
1126|Algodoes|14
1127|Almofala|14
1128|Altaneira|14
1129|Alto Santo|14
1130|Amanaiára|14
1131|Amanari|14
1132|Amaniutuba|14
1133|Amarelas|14
1134|Amaro|14
1135|America|14
1136|Amontada|14
1137|Anaua|14
1138|Aningas|14
1139|Anjinhos|14
1140|Antonina do Norte|14
1141|Antonio Bezerra|14
1142|Antonio Diogo|14
1143|Antonio Marques|14
1144|Aprazível|14
1145|Apuiarés|14
1146|Aquinopolis|14
1147|Aquiraz|14
1148|Aracas|14
1149|Aracati|14
1150|Aracatiaçu|14
1151|Aracatiara|14
1152|Aracoiaba|14
1153|Arajara|14
1154|Aranau|14
1155|Arapa|14
1156|Arapari|14
1157|Araporanga|14
1158|Araquém|14
1159|Ararendá|14
1160|Araripe|14
1161|Ararius|14
1162|Aratama|14
1163|Araticum|14
1164|Aratuba|14
1165|Areial|14
1166|Ariscos dos Marianos|14
1167|Arneiroz|14
1168|Aroeiras|14
1169|Arrojado|14
1170|Aruaru|14
1171|Assaré|14
1172|Assunção|14
1173|Aurora|14
1174|Baixa Grande|14
1175|Baixio|14
1176|Baixio da Donana|14
1177|Banabuiú|14
1178|Bandeira|14
1179|Barão de Aquiraz|14
1180|Barbalha|14
1181|Barra|14
1182|Barra do Sotero|14
1183|Barra Nova|14
1184|Barreira|14
1185|Barreira dos Vianas|14
1186|Barreiras|14
1187|Barreiros|14
1188|Barrento|14
1189|Barro|14
1190|Barro Alto|14
1191|Barroquinha|14
1192|Baturité|14
1193|Bau|14
1194|Beberibe|14
1195|Bela Cruz|14
1196|Bela Vista|14
1197|Betânia|14
1198|Bitupita|14
1199|Bixopa|14
1200|Boa Água|14
1201|Boa Esperança|14
1202|Boa Viagem|14
1203|Boa Vista|14
1204|Boa Vista do Caxitore|14
1205|Bonfim|14
1206|Bonhu|14
1207|Bonito|14
1208|Borges|14
1209|Brejinho|14
1210|Brejo Grande|14
1211|Brejo Santo|14
1212|Brotas|14
1213|Buritizal|14
1214|Buritizinho|14
1215|Cabreiro|14
1216|Cachoeira|14
1217|Cachoeira Grande|14
1218|Caiçara|14
1219|Caicarinha|14
1220|Caio Prado|14
1221|Caioca|14
1222|Caipu|14
1223|Calabaça|14
1224|Caldeirão|14
1225|California|14
1226|Camara|14
